user738,7,9
user739,2,3
user740,2,8
user741,9,10
user742,9,10
user743,4,5
user744,2,7
user745,6,8
user746,5,10
user747,7,8
user748,1,4
user749,6,9
user750,4,10
user751,6,8
user752,4,7
user753,2,8
user754,2,3
user755,3,6
user756,2,4
user757,3,5
user758,6,7
user759,7,10
user760,2,6
user761,2,3
user762,7,9
user763,4,9
user764,9,10
user765,7,8
user766,2,6
user767,6,7
user768,6,9
user769,5,8
user770,3,10
user771,3,10
user772,5,10
user773,5,9
user774,7,9
user775,2,3
user776,4,10
user777,7,8
user778,5,8
user779,7,8
user780,5,6
user781,4,7
user782,1,3
user783,3,7
user784,6,7
user785,4,5
user786,1,7
user787,2,3
user788,3,9
user789,1,6
user790,4,8
user791,1,10
user792,3,8
user793,8,9
user794,8,10
user795,8,9
user796,5,9
user797,5,8
user798,1,8
user799,9,10
user800,5,8
user801,4,9
user802,2,10
user803,6,7
user804,4,9
user805,6,10
user806,6,10
user807,1,2
user808,6,7
user809,8,10
user810,1,6
user811,2,5
user812,7,9
user813,6,8
user814,2,3
user815,6,10
user816,1,10
user817,3,8
user818,9,10
user819,1,9
user820,3,8
user821,1,7
user822,5,6
user823,6,9
user824,3,10
user825,3,6
user826,5,10
user827,5,9
user828,6,7
user829,7,8
user830,2,5
user831,9,10
user832,1,2
user833,1,7
user834,7,8
user835,5,6
user836,4,9
user837,6,10
user838,3,5
user839,5,6
user840,8,10
user841,2,5
user842,2,9
user843,2,5
user844,4,5
user845,1,7
user846,3,10
user847,8,9
user848,3,10
user849,2,5
user850,2,9
user851,8,9
user852,8,9
user853,8,10
user854,7,8
user855,8,9
user856,4,7
user857,2,6
user858,4,10
user859,8,10
user860,9,10
user861,4,6
user862,4,5
user863,7,10
user864,5,8
user865,6,9
user866,6,10
user867,8,9
user868,4,10
user869,5,7
user870,5,6
user871,5,10
user872,1,6
user873,5,9
user874,6,10
user875,7,9
user876,7,10
user877,5,6
user878,3,9
user879,6,10
user880,9,10
user881,3,4
user882,6,7
user883,6,10
user884,3,4
user885,1,2
user886,1,3
user887,5,10
user888,8,9
user889,6,10
user890,2,6
user891,2,6
user892,9,10
user893,2,7
user894,5,9
user895,6,8
user896,8,9
user897,6,7
user898,9,10
user899,4,6
user900,4,8
user901,2,4
user902,6,9
user903,8,10
user904,7,9
user905,6,8
user906,6,7
user907,3,10
user908,5,8
user909,7,9
user910,5,9
user911,5,9
user912,7,10
user913,5,10
user914,1,3
user915,8,9
user916,8,10
user917,2,9
user918,5,7
user919,8,10
user920,5,10
user921,6,8
user922,1,9
user923,3,6
user924,5,7
user925,2,6
user926,9,10
user927,8,9
user928,9,10
user929,1,2
user930,2,10
user931,8,10
user932,3,8
user933,1,2
user934,8,10
user935,1,4
user936,5,8
user937,1,9
user938,9,10
user939,8,9
user940,6,10
user941,3,10
user942,6,7
user943,8,9
user944,5,7
user945,6,7
user946,1,5
user947,1,3
user948,5,9
user949,2,10
user950,9,10
user951,1,9
user952,7,10
user953,2,3
user954,3,6
user955,3,4
user956,3,9
user957,1,2
user958,2,5
user959,4,6
user960,3,7
user961,1,8
user962,7,10
user963,3,7
user964,5,10
user965,7,9
user966,2,6
user967,9,10
user968,4,9
user969,1,8
user970,5,7
user971,6,10
user972,7,10
user973,8,9
user974,2,7
user975,3,10
user976,5,8
user977,2,7
user978,8,10
user979,8,10
user980,6,9
user981,3,6
user982,8,10
user983,1,8
user984,8,10
user985,5,6
user986,8,10
user987,9,10
user988,4,7
user989,9,10
user990,7,8
user991,9,10
user992,9,10
user993,3,8
user994,8,9
user995,7,8
user996,2,8
user997,4,7
user998,6,9
user999,7,8
user1000,4,5
user1001,5,7
user1002,6,7
user1003,3,7
user1004,8,9
user1005,2,3
user1006,1,2
user1007,8,9
user1008,3,4
user1009,6,10
user1010,6,10
user1011,8,10
user1012,4,9
user1013,8,10
user1014,3,7
user1015,2,3
user1016,1,10
user1017,5,9
user1018,4,5
user1019,4,6
user1020,5,10
user1021,8,9
user1022,5,8
user1023,7,10
user1024,7,10
user1025,8,9
user1026,2,4
user1027,5,10
user1028,7,10
user1029,4,5
user1030,5,8
user1031,3,10
user1032,1,4
user1033,9,10
user1034,5,7
user1035,6,8
user1036,4,10
user1037,4,9
user1038,5,8
user1039,7,10
user1040,5,9
user1041,3,10
user1042,6,8
user1043,9,10
user1044,9,10
user1045,3,8
user1046,2,10
user1047,9,10
user1048,1,6
user1049,4,8
user1050,2,9
user1051,6,9
user1052,4,5
user1053,8,9
user1054,5,10
user1055,3,8
user1056,8,10
user1057,3,9
user1058,3,5
user1059,8,10
user1060,1,6
user1061,7,9
user1062,4,5
user1063,4,10
user1064,7,9
user1065,3,7
user1066,2,3
user1067,6,7
user1068,8,10
user1069,8,9
user1070,5,9
user1071,3,8
user1072,2,5
user1073,5,9
user1074,5,9
user1075,4,7
user1076,4,6
user1077,6,8
user1078,7,10
user1079,1,4
user1080,6,7
user1081,2,10
user1082,3,7
user1083,1,7
user1084,8,10
user1085,9,10
user1086,8,9
user1087,8,9
user1088,4,9
user1089,7,9
user1090,5,8
user1091,7,10
user1092,8,10
user1093,2,7
user1094,9,10
user1095,1,9
user1096,8,10
user1097,8,9
user1098,5,9
user1099,1,8
user1100,4,7
user1101,8,10
user1102,6,7
user1103,8,10
user1104,9,10
user1105,3,4
user1106,8,9
user1107,8,10
user1108,7,10
user1109,4,8
user1110,3,8
user1111,4,5
user1112,7,9
user1113,6,10
user1114,8,10
user1115,1,2
user1116,5,9
user1117,8,9
user1118,3,8
user1119,2,3
user1120,2,8
user1121,5,10
user1122,3,9
user1123,4,7
user1124,7,8
user1125,8,10
user1126,4,6
user1127,9,10
user1128,2,9
user1129,8,10
user1130,3,8
user1131,4,9
user1132,7,8
user1133,4,7
user1134,3,7
user1135,9,10
user1136,2,7
user1137,2,7
user1138,5,9
user1139,2,5
user1140,2,5
user1141,3,9
user1142,3,7
user1143,3,7
user1144,7,9
user1145,6,9
user1146,2,6
user1147,7,10
user1148,9,10
user1149,4,10
user1150,3,9
user1151,2,10
user1152,4,8
user1153,3,4
user1154,6,9
user1155,8,9
user1156,8,9
user1157,5,8
user1158,5,10
user1159,7,8
user1160,3,4
user1161,5,8
user1162,7,10
user1163,2,9
user1164,4,7
user1165,9,10
user1166,3,9
user1167,5,10
user1168,7,10
user1169,7,10
user1170,8,9
user1171,7,10
user1172,6,7
user1173,4,6
user1174,9,10
user1175,9,10
user1176,2,6
user1177,5,6
user1178,6,10
user1179,8,10
user1180,7,9
user1181,3,7
user1182,2,3
user1183,4,8
user1184,9,10
user1185,2,7
user1186,3,7
user1187,1,6
user1188,6,7
user1189,6,10
user1190,7,8
user1191,8,9
user1192,6,8
user1193,5,8
user1194,3,5
user1195,8,10
user1196,8,9
user1197,5,6
user1198,8,9
user1199,5,7
user1200,3,7
user1201,2,6
user1202,4,6
user1203,2,10
user1204,2,9
user1205,2,4
user1206,3,7
user1207,5,10
user1208,3,8
user1209,7,8
user1210,7,8
user1211,3,5
user1212,5,10
user1213,2,6
user1214,7,8
user1215,8,9
user1216,8,10
user1217,6,9
user1218,1,3
user1219,3,10
user1220,2,5
user1221,3,5
user1222,2,7
user1223,8,9
user1224,2,4
user1225,7,9
user1226,6,8
user1227,7,9
user1228,6,10
user1229,6,7
user1230,4,9
user1231,1,7
user1232,1,4
user1233,3,7
user1234,1,2
user1235,9,10
user1236,9,10
user1237,6,10
user1238,9,10
user1239,2,9
user1240,4,8
user1241,4,5
user1242,4,6
user1243,5,8
user1244,2,5
user1245,1,10
user1246,1,10
user1247,2,10
user1248,9,10
user1249,7,8
user1250,5,8
user1251,5,9
user1252,2,6
user1253,7,10
user1254,9,10
user1255,1,9
user1256,2,6
user1257,7,10
user1258,3,10
user1259,8,10
user1260,1,8
user1261,9,10
user1262,3,10
user1263,6,9
user1264,6,7
user1265,5,6
user1266,3,5
user1267,8,9
user1268,9,10
user1269,5,6
user1270,8,9
user1271,1,8
user1272,5,6
user1273,8,9
user1274,4,10
user1275,3,7
user1276,5,9
user1277,7,8
user1278,8,9
user1279,9,10
user1280,8,10
user1281,9,10
user1282,9,10
user1283,1,10
user1284,4,7
user1285,6,7
user1286,5,8
user1287,1,2
user1288,3,5
user1289,2,3
user1290,6,8
user1291,1,2
user1292,9,10
user1293,9,10
user1294,7,8
user1295,6,9
user1296,8,10
user1297,6,9
user1298,4,5
user1299,9,10
user1300,5,6
user1301,5,7
user1302,5,8
user1303,7,10
user1304,7,9
user1305,8,9
user1306,7,9
user1307,2,9
user1308,2,9
user1309,8,10
user1310,6,8
user1311,3,9
user1312,7,9
user1313,3,10
user1314,9,10
user1315,8,9
user1316,6,8
user1317,5,6
user1318,6,8
user1319,6,10
user1320,4,6
user1321,9,10
user1322,8,10
user1323,9,10
user1324,5,10
user1325,6,9
user1326,4,8
user1327,4,8
user1328,4,6
user1329,2,8
user1330,2,3
user1331,7,8
user1332,7,8
user1333,1,9
user1334,8,9
user1335,2,3
user1336,8,10
user1337,7,9
user1338,1,4
user1339,5,7
user1340,4,5
user1341,5,8
user1342,3,5
user1343,9,10
user1344,9,10
user1345,6,10
user1346,3,7
user1347,3,6
user1348,3,5
user1349,4,10
user1350,8,10
user1351,2,8
user1352,7,9
user1353,1,6
user1354,1,10
user1355,1,7
user1356,4,9
user1357,6,10
user1358,2,9
user1359,3,9
user1360,4,9
user1361,4,10
user1362,8,9
user1363,8,10
user1364,3,7
user1365,4,9
user1366,8,10
user1367,5,7
user1368,8,9
user1369,9,10
user1370,4,6
user1371,7,10
user1372,4,6
user1373,3,8
user1374,1,10
user1375,7,9
user1376,7,9
user1377,1,5
user1378,1,10
user1379,7,10
user1380,9,10
user1381,1,6
user1382,4,8
user1383,3,8
user1384,9,10
user1385,4,10
user1386,3,10
user1387,6,9
user1388,1,2
user1389,3,10
user1390,9,10
user1391,6,7
user1392,6,10
user1393,3,9
user1394,7,9
user1395,2,9
user1396,5,7
user1397,1,7
user1398,1,5
user1399,3,8
user1400,7,10
user1401,3,8
user1402,6,9
user1403,5,7
user1404,8,9
user1405,4,8
user1406,6,9
user1407,2,10
user1408,1,7
user1409,7,8
user1410,9,10
user1411,7,10
user1412,3,9
user1413,9,10
user1414,8,9
user1415,7,10
user1416,6,9
user1417,8,10
user1418,7,8
user1419,5,8
user1420,3,6
user1421,3,4
user1422,8,10
user1423,4,9
user1424,3,10
user1425,9,10
user1426,1,2
user1427,4,7
user1428,4,10
user1429,6,9
user1430,2,8
user1431,5,7
user1432,2,4
user1433,2,4
user1434,8,10
user1435,8,10
user1436,9,10
user1437,4,10
user1438,3,5
user1439,2,7
user1440,2,4
user1441,1,3
user1442,5,7
user1443,1,4
user1444,6,9
user1445,1,10
user1446,9,10
user1447,3,5
user1448,7,10
user1449,5,7
user1450,2,4
user1451,4,6
user1452,2,4
user1453,8,10
user1454,5,6
user1455,4,7
user1456,7,8
user1457,4,7
user1458,1,3
user1459,6,10
user1460,5,10
user1461,8,9
user1462,7,10
user1463,8,9
user1464,3,4
user1465,9,10
user1466,9,10
user1467,8,9
user1468,6,8
user1469,8,10
user1470,6,10
user1471,5,7
user1472,4,10
user1473,9,10
user1474,9,10
user1475,1,9
user1476,2,10
user1477,3,9
user1478,4,6
user1479,3,6
user1480,8,10
user1481,3,8
user1482,8,9
user1483,1,6
user1484,3,10
user1485,6,8
user1486,4,9
user1487,7,8
user1488,8,9
user1489,1,7
user1490,5,9
user1491,7,8
user1492,3,5
user1493,3,8
user1494,8,9
user1495,1,5
user1496,3,7
user1497,1,9
user1498,8,9
user1499,9,10
user1500,4,8
user1501,9,10
user1502,2,5
user1503,7,8
user1504,1,9
user1505,3,7
user1506,8,9
user1507,7,9
user1508,8,9
user1509,4,8
user1510,8,10
user1511,4,7
user1512,1,5
user1513,7,8
user1514,4,6
user1515,2,9
user1516,9,10
user1517,6,10
user1518,8,9
user1519,2,9
user1520,1,8
user1521,1,5
user1522,6,10
user1523,2,6
user1524,4,8
user1525,9,10
user1526,4,10
user1527,9,10
user1528,3,7
user1529,4,9
user1530,6,7
user1531,2,6
user1532,5,9
user1533,6,8
user1534,3,6
user1535,3,6
user1536,3,7
user1537,9,10
user1538,9,10
user1539,3,6
user1540,3,6
user1541,8,9
user1542,1,7
user1543,8,9
user1544,3,4
user1545,3,4
user1546,6,10
user1547,4,8
user1548,2,7
user1549,3,5
user1550,1,4
user1551,6,8
user1552,4,9
user1553,2,4
user1554,9,10
user1555,8,10
user1556,9,10
user1557,4,10
user1558,7,8
user1559,2,8
user1560,9,10
user1561,5,8
user1562,6,9
user1563,2,8
user1564,7,10
user1565,9,10
user1566,3,9
user1567,3,10
user1568,2,9
user1569,8,9
user1570,6,9
user1571,2,10
user1572,5,8
user1573,9,10
user1574,7,10
user1575,7,8
user1576,2,4
user1577,7,10
user1578,1,4
user1579,3,5
user1580,1,2
user1581,8,9
user1582,8,10
user1583,4,8
user1584,9,10
user1585,4,6
user1586,1,3
user1587,5,9
user1588,9,10
user1589,3,10
user1590,2,8
user1591,5,7
user1592,9,10
user1593,4,6
user1594,3,10
user1595,6,9
user1596,8,9
user1597,8,10
user1598,1,7
user1599,3,7
user1600,2,7
user1601,4,9
user1602,3,6
user1603,4,10
user1604,3,10
user1605,4,6
user1606,9,10
user1607,2,10
user1608,4,7
user1609,2,5
user1610,9,10
user1611,2,7
user1612,7,9
user1613,7,10
user1614,5,7
user1615,2,5
user1616,4,5
user1617,1,3
user1618,4,9
user1619,3,8
user1620,2,8
user1621,6,7
user1622,8,9
user1623,7,9
user1624,6,7
user1625,6,10
user1626,3,7
user1627,4,8
user1628,2,4
user1629,7,9
user1630,1,5
user1631,9,10
user1632,5,7
user1633,2,6
user1634,3,7
user1635,1,8
user1636,4,7
user1637,3,9
user1638,2,7
user1639,7,9
user1640,3,8
user1641,9,10
user1642,3,5
user1643,2,8
user1644,4,9
user1645,6,10
user1646,5,7
user1647,1,8
user1648,6,9
user1649,8,9
user1650,2,3
user1651,9,10
user1652,8,9
user1653,3,4
user1654,2,4
user1655,9,10
user1656,1,5
user1657,3,7
user1658,7,10
user1659,3,10
user1660,2,6
user1661,7,8
user1662,7,8
user1663,5,6
user1664,3,10
user1665,3,10
user1666,8,9
user1667,7,9
user1668,5,9
user1669,8,10
user1670,8,10
user1671,6,7
user1672,9,10
user1673,8,9
user1674,9,10
user1675,9,10
user1676,5,7
user1677,3,5
user1678,9,10
user1679,9,10
user1680,2,8
user1681,3,4
user1682,8,10
user1683,4,9
user1684,9,10
user1685,9,10
user1686,5,8
user1687,2,7
user1688,8,10
user1689,2,9
user1690,9,10
user1691,3,5
user1692,9,10
user1693,3,6
user1694,4,8
user1695,3,9
user1696,7,9
user1697,5,8
user1698,8,10
user1699,7,10
user1700,5,10
user1701,9,10
user1702,4,6
user1703,7,10
user1704,3,7
user1705,3,6
user1706,9,10
user1707,9,10
user1708,2,6
user1709,1,3
user1710,8,9
user1711,9,10
user1712,2,10
user1713,7,9
user1714,1,5
user1715,2,8
user1716,9,10
user1717,4,5
user1718,5,8
user1719,2,6
user1720,9,10
user1721,5,8
user1722,3,9
user1723,2,9
user1724,4,8
user1725,5,9
user1726,7,10
user1727,1,5
user1728,4,9
user1729,6,7
user1730,8,10
user1731,9,10
user1732,6,7
user1733,6,10
user1734,3,10
user1735,7,9
user1736,1,9
user1737,9,10
user1738,4,7
user1739,9,10
user1740,7,8
user1741,3,6
user1742,9,10
user1743,2,7
user1744,8,9
user1745,5,8
user1746,3,7
user1747,5,6
user1748,7,9
user1749,6,8
user1750,5,8
user1751,7,10
user1752,1,6
user1753,3,5
user1754,4,10
user1755,8,9
user1756,4,6
user1757,5,8
user1758,1,8
user1759,7,8
user1760,6,7
user1761,7,9
user1762,1,8
user1763,6,7
user1764,4,10
user1765,4,9
user1766,2,7
user1767,7,9
user1768,5,10
user1769,6,7
user1770,1,9
user1771,9,10
user1772,7,8
user1773,5,6
user1774,3,6
user1775,5,7
user1776,2,5
user1777,3,9
user1778,5,10
user1779,4,7
user1780,1,6
user1781,6,10
user1782,9,10
user1783,4,10
user1784,8,9
user1785,8,10
user1786,7,10
user1787,1,7
user1788,8,10
user1789,2,10
user1790,4,6
user1791,3,9
user1792,3,9
user1793,2,6
user1794,1,7
user1795,6,9
user1796,2,10
user1797,6,9
user1798,4,10
user1799,7,8
user1800,6,10
user1801,6,7
user1802,8,10
user1803,3,9
user1804,9,10
user1805,7,8
user1806,7,9
user1807,2,5
user1808,5,9
user1809,2,5
user1810,4,9
user1811,2,6
user1812,6,9
user1813,6,10
user1814,5,9
user1815,3,7
user1816,6,10
user1817,5,10
user1818,1,2
user1819,2,3
user1820,4,10
user1821,1,9
user1822,5,8
user1823,6,7
user1824,8,10
user1825,1,8
user1826,7,9
user1827,4,6
user1828,3,4
user1829,9,10
user1830,4,5
user1831,8,9
user1832,4,5
user1833,1,3
user1834,4,6
user1835,7,10
user1836,9,10
user1837,6,8
user1838,2,4
user1839,5,7
user1840,6,10
user1841,1,4
user1842,7,10
user1843,2,5
user1844,2,3
user1845,4,10
user1846,3,8
user1847,6,9
user1848,5,10
user1849,6,9
user1850,7,8
user1851,2,4
user1852,9,10
user1853,9,10
user1854,2,9
user1855,8,9
user1856,5,10
user1857,9,10
user1858,2,9
user1859,5,6
user1860,4,10
user1861,8,10
user1862,3,6
user1863,1,8
user1864,4,5
user1865,2,6
user1866,7,9
user1867,3,7
user1868,3,8
user1869,7,10
user1870,9,10
user1871,3,5
user1872,2,10
user1873,3,6
user1874,7,8
